median;mean;std;rxns;;;;;;;
0;0;0;ASPARTATE_RACEMASE_RXN_c;0;;;;;;
-0.00040451;-0.0006472;0.00080802;ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p;-0.008491419;;;;;;
0.00040451;0.0006472;0.00080802;ASPARTATEKIN_RXN_p;0.008491419;;;;;;
0;0;0;ASPCARBTRANS_RXN_p;0;;;;;;
-4.52E-06;-9.36E-05;0.000612542;ATP_CITRATE_PRO_S__LYASE_RXN_c;-9.47836E-05;;;;;;
0;5.54E-07;1.31E-05;ATP_DEAMINASE_RXN_c;0;;;;;;
0;1.14E-05;0.00026886;ATP_PYROPHOSPHATASE_RXN_c;0;;;;;;
4.26E-05;4.27E-05;8.19E-07;ATPPHOSPHORIBOSYLTRANS_RXN_p;0.000893924;;;;;;
0.044773305;0.044936015;0.009099558;ATP_ADP_Pi_pc;0.939874611;;;;;;
0;0.000622216;0.004457029;ATP_ADP_mc;0;;;;;;
0;6.91E-14;4.89E-12;ATP_ADP_xc;0;;;;;;
0.000528518;0.000914255;0.001112863;ATP_AMP_mc;0.011094566;;;;;;
0;0.001373143;0.002067988;ATP_pc;0;;;;;;
-0.0283708;-0.0283708;3.37E-16;ATPase_tx;-0.595555649;;;;;;
0;3.70E-06;6.66E-05;Acyl_CoA_oxidase_x;0;;;;;;
0;1.50E-06;1.71E-05;Alpha_Linolenate_ACT_x;0;;;;;;
0.000146215;0.000147916;1.77E-05;Alpha_Linolenate_pc;0.003069313;;;;;;
0.000146215;0.000147916;1.77E-05;Alpha_Linolenoyl_ACP_hydrolase_p;0.003069313;;;;;;
0;1.53E-06;1.74E-05;Arachidate_ACT_x;0;;;;;;
-4.52E-06;-4.61E-06;1.88E-07;Arachidate_biomass;-9.47836E-05;;;;;;
0;1.53E-06;1.74E-05;Arachidoyl_CoA_oxi_x;0;;;;;;
0;0;0;BADH_RXN_c;0;;;;;;
0;0;0;BENZALDEHYDE_DEHYDROGENASE_NAD_RXN_c;0;;;;;;
0;0;0;BENZALDEHYDE_DEHYDROGENASE_NADP_RXN_c;0;;;;;;
0;0;0;BENZENE_12_DIOXYGENASE_RXN_c;0;;;;;;
0;0;0;BENZOATE__COA_LIGASE_RXN_c;0;;;;;;
0;0;0;BETA_PHOSPHOGLUCOMUTASE_RXN_c;0;;;;;;
0;-1.29E-14;1.29E-12;BETA_UREIDOPROPIONASE_RXN_c;0;;;;;;
0;3.39E-05;0.000462422;BETAGALACTOSID_RXN_c;0;;;;;;
0;2.07E-05;0.000158096;BHBDCLOS_RXN_x;0;;;;;;
0;2.09E-06;6.47E-05;BILIRUBIN_OXIDASE_RXN_c;0;;;;;;
0;0;0;BILIVERDIN_REDUCTASE_RXN_NADP_c;0;;;;;;
0;-4.17E-06;0.000129431;BILIVERDIN_REDUCTASE_RXN_NAD_c;0;;;;;;
0;0;0;BIS5_ADENOSYL_TRIPHOSPHATASE_RXN_c;0;;;;;;
0;0;0;BRANCHED_CHAINAMINOTRANSFERILEU_RXN_c;0;;;;;;
0;1.03E-05;9.89E-05;BRANCHED_CHAINAMINOTRANSFERILEU_RXN_m;0;;;;;;
-0.000102311;-0.000114025;9.92E-05;BRANCHED_CHAINAMINOTRANSFERILEU_RXN_p;-0.002147702;;;;;;
0;0;0;BRANCHED_CHAINAMINOTRANSFERLEU_RXN_c;0;;;;;;
0;1.69E-05;0.000132504;BRANCHED_CHAINAMINOTRANSFERLEU_RXN_m;0;;;;;;
-0.000201;-0.000218295;0.000133983;BRANCHED_CHAINAMINOTRANSFERLEU_RXN_p;-0.004219363;;;;;;
0;-4.81E-14;2.96E-12;BRANCHED_CHAINAMINOTRANSFERVAL_RXN_c;0;;;;;;
0;1.10E-05;0.000106773;BRANCHED_CHAINAMINOTRANSFERVAL_RXN_m;0;;;;;;
-0.00012712;-0.000138437;0.000106881;BRANCHED_CHAINAMINOTRANSFERVAL_RXN_p;-0.002668494;;;;;;
0;1.35E-06;1.77E-05;Beta_Oxidation_x;0;;;;;;
0;0;0;CA2_rev_vc;0;;;;;;
0;2.58E-14;2.58E-12;CAFFEOYL_COA_O_METHYLTRANSFERASE_RXN_c;0;;;;;;
0;-1.86E-05;0.00034206;CARBAMATE_KINASE_RXN_m;0;;;;;;
0;-3.15E-05;0.000445091;CARBAMATE_KINASE_RXN_p;0;;;;;;
0;0;0;CARBODEHYDRAT_RXN_c;0;;;;;;
0.000127398;0.000127671;1.89E-06;CARBOXYCYCLOHEXADIENYL_DEHYDRATASE_RXN_p;0.002674317;;;;;;
0;0;0;CARBOXYMETHYLENEBUTENOLIDASE_RXN_c;0;;;;;;
0.000156611;0.000218274;0.000580377;CARBPSYN_RXN_p;0.003287548;;;;;;
0;0;0;CARVEOL_DEHYDROGENASE_RXN_c;0;;;;;;
0;8.14E-05;0.000283078;CATAL_RXN_x;0;;;;;;
0;0;0;CATECHOL_OXIDASE_RXN_c;0;;;;;;
0;0;0;CDP_GLYCEROL_PYROPHOSPHATASE_RXN_c;0;;;;;;
0;2.02E-05;0.000877422;CDPKIN_RXN_c;0;;;;;;
0;0;0;CDPKIN_RXN_m;0;;;;;;
0;0;0;CDPKIN_RXN_p;0;;;;;;
0;3.57E-14;2.54E-12;CDPREDUCT_RXN_c;0;;;;;;
0;0;0;CELLULOSE_SYNTHASE_GDP_FORMING_RXN_c;0;;;;;;
0;0;0;CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c;0;;;;;;
0;0;0;CHLOROPHYLL_A_biomass;0;;;;;;
0;0;0;CHLOROPHYLL_B_biomass;0;;;;;;
0;0;0;CHOLESTENONE_5_BETA_REDUCTASE_RXN_c;0;;;;;;
0;5.01E-05;0.000794728;CHOLINE_KINASE_RXN_c;0;;;;;;
0.000212755;0.000220334;6.39E-05;CHORISMATE_SYNTHASE_RXN_p;0.004466117;;;;;;
0;0;0;CHORISMATEMUT_RXN_c;0;;;;;;
0.000185793;0.000193299;6.37E-05;CHORISMATEMUT_RXN_p;0.003900146;;;;;;
0;0;0;CINNAMATE_GLUCOSYLTRANSFERASE_RXN_c;0;;;;;;
0;0;0;CINNAMOYL_COA_REDUCTASE_RXN_c;0;;;;;;
0;0;0;CINNAMYL_ALCOHOL_DEHYDROGENASE_RXN_c;0;;;;;;
0;7.29E-05;0.000452155;CITSYN_RXN_m;0;;;;;;
4.52E-06;6.41E-05;0.000331816;CITSYN_RXN_x;9.47836E-05;;;;;;
0;0;0;CIT_ACONITATE_mc;0;;;;;;
0;2.41E-05;0.000308409;CIT_H_rev_vc;0;;;;;;
0;2.41E-05;0.000308409;CIT_H_vc;0;;;;;;
0;3.86E-05;0.000314041;CIT_ISOCITRATE_mc;0;;;;;;
4.52E-06;6.41E-05;0.000331816;CIT_xc;9.47836E-05;;;;;;
0;7.03E-06;0.000785897;CMPKI_RXN_c;0;;;;;;
0;0;0;CMPKI_RXN_p;0;;;;;;
0;0;0;CMP_biomass;0;;;;;;
0;0;0;CO_A_biomass;0;;;;;;
0.003597823;0.003642554;0.001782753;CO2_mc;0.075524978;;;;;;
0.00948483;0.008844428;0.001861331;CO2_pc;0.199104152;;;;;;
-0.009269132;-0.009203686;0.000199178;CO2_tx;-0.194576254;;;;;;
0;4.42E-05;0.000234475;CO2_xc;0;;;;;;
0;2.16E-05;0.000369949;CONIFERIN_BETA_GLUCOSIDASE_RXN_c;0;;;;;;
0;0;0;CORTISONE_BETA_REDUCTASE_RXN_c;0;;;;;;
0;0;0;CPD_4211_xc;0;;;;;;
0;3.45E-14;2.44E-12;CPD_499_xc;0;;;;;;
0;2.26E-06;2.52E-05;CPD_7836_xc;0;;;;;;
0;0;0;CPM_KDOSYNTH_RXN_c;0;;;;;;
0;6.35E-06;0.000163898;CTPSYN_RXN_c;0;;;;;;
0;5.24E-15;2.17E-12;CYCLOARTENOL_SYNTHASE_RXN_c;0;;;;;;
0;0;0;CYCLOEUCALENOL_CYCLOISOMERASE_RXN_c;0;;;;;;
0;0;0;CYCLOHEXADIENYL_DEHYDROGENASE_RXN_c;0;;;;;;
2.97E-05;2.97E-05;4.31E-07;CYSPH_RXN_p;0.000622944;;;;;;
2.97E-05;5.09E-05;0.000338913;CYSTATHIONINE_BETA_LYASE_RXN_p;0.000622944;;;;;;
0;2.12E-05;0.000338916;CYSTATHIONINE_BETA_SYNTHASE_RXN_p;0;;;;;;
0;0;0;CYSTEAMINE_DIOXYGENASE_RXN_c;0;;;;;;
6.66E-05;6.66E-05;8.13E-07;CYSTEINE__TRNA_LIGASE_RXN_c;0.001397035;;;;;;
0;0.000150959;0.000496663;CYS_mc;0;;;;;;
6.66E-05;7.14E-06;0.000606373;CYS_pc;0.001397035;;;;;;
0;0;0;CYTDEAM_RXN_c;0;;;;;;
0;0;0;CYTIDEAM_RXN_c;0;;;;;;
0;3.81E-05;0.000473892;CYTIDEAM2_RXN_c;0;;;;;;
0;1.78E-05;0.000475855;CYTIDINEKIN_RXN_c;0;;;;;;
0;2.42E-05;0.000553662;CYTIKIN_RXN_c;0;;;;;;
0;0;0;CYTOCHROME_B5_REDUCTASE_RXN_c;0;;;;;;
0.000505505;0.000923385;0.001320958;CYTOCHROME_C_OXIDASE_RXN_m;0.010611488;;;;;;
0;0;0;Ca_biomass;0;;;;;;
0;0;0;Ca_tx;0;;;;;;
0;0;0;Cellulose_biomass;0;;;;;;
0;0;0;ConOL_biomass;0;;;;;;
0;0;0;CoumOL_biomass;0;;;;;;
0;0;0;D_ALANINE_AMINOTRANSFERASE_RXN_c;0;;;;;;
0;0;0;D_LACTATE_DEHYDROGENASE_CYTOCHROME_RXN_c;0;;;;;;
0;0;0;D_RIBULOKIN_RXN_c;0;;;;;;
0;0;0;D_XYLOSE_1_DEHYDROGENASE_NADP_RXN_c;0;;;;;;
0;1.70E-06;6.00E-05;D_XYLULOSE_REDUCTASE_RXN_c;0;;;;;;
0;4.15E-05;0.000623765;DADPKIN_RXN_c;0;;;;;;
0;0;0;DADPKIN_RXN_m;0;;;;;;
0;0;0;DADPKIN_RXN_p;0;;;;;;
0.000212755;0.000220334;6.39E-05;DAHPSYN_RXN_p;0.004466117;;;;;;
0;0;0;DALADALALIG_RXN_c;0;;;;;;
0;0;0;DAPASYN_RXN_c;0;;;;;;
0;0;0;DARAB5PISOM_RXN_c;0;;;;;;
0;4.83E-05;0.000712457;DCDPKIN_RXN_c;0;;;;;;
0;0;0;DCDPKIN_RXN_m;0;;;;;;
0;0;0;DCDPKIN_RXN_p;0;;;;;;
0;6.53E-14;6.53E-12;DCMP_DEAMINASE_RXN_c;0;;;;;;
0;-1.94E-14;1.94E-12;DCTP_DEAM_RXN_c;0;;;;;;
0;6.36E-06;0.000201073;DCTP_PYROPHOSPHATASE_RXN_c;0;;;;;;
0;0;0;DCYSDESULF_RXN_c;0;;;;;;
0;0;0;DEHYDDEOXPHOSGALACT_ALDOL_RXN_c;0;;;;;;
0;0;0;DELTA3_ISOPENTENYL_PP_pc;0;;;;;;
0;0;0;DELTA3_ISOPENTENYL_PP_xc;0;;;;;;
0;0;0;DEOXYADENOSINE_KINASE_RXN_c;0;;;;;;
0;6.26E-05;0.000808262;DEOXYADENYLATE_KINASE_RXN_c;0;;;;;;
0;0;0;DEOXYGUANOSINE_KINASE_RXN_c;0;;;;;;
0;1.77E-05;0.000272385;DEPHOSPHOCOAKIN_RXN_c;0;;;;;;
0;0;0;DETHIOBIOTIN_SYN_RXN_c;0;;;;;;
0;4.25E-05;0.000668177;DGDPKIN_RXN_c;0;;;;;;
0;0;0;DGDPKIN_RXN_m;0;;;;;;
0;0;0;DGDPKIN_RXN_p;0;;;;;;
-0.00220505;-0.002260058;0.001274668;DHAP_3PGA_pc;-0.046288074;;;;;;
0;-2.79E-06;0.00068419;DHAP_Pi_pc;0;;;;;;
0;0;0;DHHB_METHYLTRANSFER_RXN_c;0;;;;;;
0;0;0;DI_H_OROTATE_pc;0;;;;;;
0.00015903;0.000177376;0.000158445;DIAMINOPIMDECARB_RXN_p;0.003338331;;;;;;
0.00015903;0.000177376;0.000158445;DIAMINOPIMEPIM_RXN_p;0.003338331;;;;;;
0.00015903;0.000177376;0.000158445;DIHYDRODIPICSYN_RXN_p;0.003338331;;;;;;
0;0;0;DIHYDROFOLATEREDUCT_RXN_m;0;;;;;;
0;-3.56E-15;3.56E-13;DIHYDROFOLATESYNTH_RXN_m;0;;;;;;
0;0;0;DIHYDROKAEMPFEROL_4_REDUCTASE_RXN_c;0;;;;;;
0;-3.56E-15;3.56E-13;DIHYDRONEOPTERIN_MONO_P_DEPHOS_RXN_c;0;;;;;;
0;0;0;DIHYDROOROT_RXN_p;0;;;;;;
0.00015903;0.00017937;0.000163207;DIHYDROPICRED_RXN_(NADP)_p;0.003338331;;;;;;
0;1.99E-06;4.03E-05;DIHYDROPICRED_RXN_NAD_p;0;;;;;;
0;-1.29E-14;1.29E-12;DIHYDROPYRIMIDINASE_RXN_c;0;;;;;;
0.000328121;0.000356732;0.000170459;DIHYDROXYISOVALDEHYDRAT_RXN_p;0.006887857;;;;;;
0.000102311;0.000114025;9.92E-05;DIHYDROXYMETVALDEHYDRAT_RXN_p;0.002147702;;;;;;
0;0;0;DIMETHUROPORDEHYDROG_RXN_c;0;;;;;;
0;0;0;DIOHBUTANONEPSYN_RXN_c;0;;;;;;
0;-3.45E-14;2.44E-12;DIPHOSPHOMEVALONTE_DECARBOXYLASE_RXN_x;0;;;;;;
0;1.72E-05;0.000428018;DLACTDEHYDROGFAD_RXN_c;0;;;;;;
0;-1.72E-05;0.000428018;DLACTDEHYDROGNAD_RXN_c;0;;;;;;
0;0;0;DMK_RXN_c;0;;;;;;
0;0;0;DNA_Processing_c;0;;;;;;
0;5.98E-06;4.28E-05;DODECANOATE_xc;0;;;;;;
0;0;0;DOLICHOL_KINASE_RXN_c;0;;;;;;
0;0;0;DOPACHROME_DELTA_ISOMERASE_RXN_c;0;;;;;;
0;2.27E-05;0.000379077;DSERDEAM_RXN_c;0;;;;;;
0;0;0;DTDPDEHYDRHAMEPIM_RXN_c;0;;;;;;
0;0;0;DTDPDEHYRHAMREDUCT_RXN_c;0;;;;;;
0;0;0;DTDPGLUCDEHYDRAT_RXN_c;0;;;;;;
0;0;0;DTDPGLUCOSEPP_RXN_c;0;;;;;;
0;4.95E-05;0.000693645;DTDPKIN_RXN_c;0;;;;;;
0;0;0;DTDPKIN_RXN_m;0;;;;;;
0;0;0;DTDPKIN_RXN_p;0;;;;;;
0;3.72E-05;0.000684806;DTDPRHAMSYNTHMULTI_RXN_c;0;;;;;;
0;5.08E-05;0.000705489;DTMPKI_RXN_c;0;;;;;;
0;3.52E-05;0.000665619;DUDPKIN_RXN_c;0;;;;;;
0;0;0;DUDPKIN_RXN_m;0;;;;;;
0;0;0;DUDPKIN_RXN_p;0;;;;;;
0;-3.56E-15;3.56E-13;DUMP_mc;0;;;;;;
0;0;0;DURIDKI_RXN_c;0;;;;;;
0;0;0;DUTP_PYROP_RXN_c;0;;;;;;
0;0;0;DXPREDISOM_RXN_p;0;;;;;;
0;0;0;DXS_RXN_p;0;;;;;;
0;5.98E-06;4.28E-05;Dodecanoate_ACT_x;0;;;;;;
0;0;0;Dodecanoate_biomass;0;;;;;;
0;5.98E-06;4.28E-05;Dodecanoate_pc;0;;;;;;
0;0;0;ENZRXN_201_RXN_c;0;;;;;;
0;0;0;ESTRADIOL_17_BETA_DEHYDROGENASE_RXN_NAD_c;0;;;;;;
0;4.71E-05;0.000772628;ETHANOLAMINE_KINASE_RXN_c;0;;;;;;
0;0;0;ETHYL_RXN_c;0;;;;;;
0.00435153;0.004374707;0.000957968;F16ALDOLASE_RXN_c;0.091346684;;;;;;
0;1.56E-05;0.001126969;F16ALDOLASE_RXN_p;0;;;;;;
0;6.13E-05;0.0008061;F16BDEPHOS_RXN_c;0;;;;;;
0;0.000128233;0.001047558;F16BDEPHOS_RXN_p;0;;;;;;
0;2.61E-05;0.000404162;FAD_PYROPHOSPHATASE_RXN_c;0;;;;;;
0;2.61E-05;0.000404162;FADSYN_RXN_c;0;;;;;;
0;0;0;FAD_biomass;0;;;;;;
0;2.81E-05;0.000180756;FAD_reg_m;0;;;;;;
0;9.64E-05;0.000376545;FAD_reg_x;0;;;;;;
0;-3.69E-05;0.000683542;FARNESOL_DEHYDROGENASE_RXN_c;0;;;;;;
0;0;0;FARNESYLTRANSTRANSFERASE_RXN_p;0;;;;;;
-0.000188227;-0.000154533;6.46E-05;FERREDOXIN__NITRITE_REDUCTASE_RXN_p;-0.003951233;;;;;;
0;1.07E-05;0.000103796;FESGSHTHIO_RXN_c;0;;;;;;
0;8.69E-06;5.20E-05;FGAMSYN_RXN_p;0;;;;;;
0;4.53E-14;4.53E-12;FLAVONADPREDUCT_RXN_c;0;;;;;;
0;0;0;FLAVONOL_3_SULFOTRANSFERASE_RXN_c;0;;;;;;
0;0;0;FORMAMIDASE_RXN_c;0;;;;;;
0;-9.11E-07;2.27E-05;FORMATE_mc;0;;;;;;
0;-1.68E-05;8.46E-05;FORMATE_pc;0;;;;;;
0;3.54E-14;3.54E-12;FPPSYN_RXN_c;0;;;;;;
0;0;0;FPPSYN_RXN_p;0;;;;;;
0.002951779;0.002962207;0.000327348;FRUCTOKINASE_RXN_c;0.061963319;;;;;;
0;8.74E-05;0.001501927;FRU_H_rev_vc;0;;;;;;
0;8.74E-05;0.001501927;FRU_vc;0;;;;;;
0;0;0;FUCOKINASE_RXN_c;0;;;;;;
0;0;0;FUCOSE_biomass;0;;;;;;
0;7.10E-06;6.23E-05;FUMARYLACETOACETASE_RXN_c;0;;;;;;
-0.000199195;-0.000252887;0.000265424;FUMHYDR_RXN_c;-0.004181471;;;;;;
-0.001010933;-0.001055983;0.000305642;FUMHYDR_RXN_m;-0.021221357;;;;;;
0;1.72E-05;0.000320436;FUM_H_rev_vc;0;;;;;;
0;1.72E-05;0.000320436;FUM_H_vc;0;;;;;;
4.26E-05;6.01E-05;0.000104077;FUM_pc;0.000893924;;;;;;
0;0;0;FattyAcid_biomass;0;;;;;;
0;0;0;Fe_tx;0;;;;;;
0;5.81E-05;0.000839487;Ferredoxin_Plastoquinone_Reductase_p;0;;;;;;
-0.000677006;-0.000549388;0.000990939;G6P_Pi_pc;-0.014211614;;;;;;
0;2.25E-05;0.000197205;GABATRANSAM_RXN_m;0;;;;;;
0;0.000145354;0.000949365;GALACTOKIN_RXN_c;0;;;;;;
0;-4.62E-14;4.62E-12;GALACTONOLACTONE_DEHYDROGENASE_RXN_m;0;;;;;;
0;0;0;GALACTOSE_OXIDASE_RXN_c;0;;;;;;
0;0;0;GALACTOSE_biomass;0;;;;;;
0;6.36E-06;0.000201126;GALACTURIDYLYLTRANS_RXN_c;0;;;;;;
0;0;0;GALLATE_1_BETA_GLUCOSYLTRANSFERASE_RXN_c;0;;;;;;
0;0;0;GALPMUT_RXN_c;0;;;;;;
0;0.000213399;0.001288906;GAPOXNPHOSPHN_RXN_c;0;;;;;;
-0.000600059;-0.000588334;0.001864946;GAPOXNPHOSPHN_RXN_p;-0.012596358;;;;;;
0;-0.000798699;0.001440694;GAP_3PGA_pc;0;;;;;;
0;8.73E-05;0.000813588;GAP_Pi_pc;0;;;;;;
0;8.69E-06;5.20E-05;GART_RXN_p;0;;;;;;
0.005773796;0.005887229;0.001276473;GDPKIN_RXN_c;0.121202671;;;;;;
0;0;0;GDPKIN_RXN_m;0;;;;;;
4.26E-05;5.14E-05;5.21E-05;GDPKIN_RXN_p;0.000893924;;;;;;
1.06E-05;1.07E-05;1.01E-07;GDPMANDEHYDRA_RXN_c;0.000223394;;;;;;
0;5.11E-14;3.83E-12;GDPREDUCT_RXN_c;0;;;;;;
0;0;0;GERANIOL_DEHYDROGENASE_RXN_c;0;;;;;;
0;8.72E-05;0.001499676;GLC_H_rev_vc;0;;;;;;
0;1.99E-05;0.000307329;GLC_pc;0;;;;;;
0;0;0;GLC_tx;0;;;;;;
0;8.72E-05;0.001499676;GLC_vc;0;;;;;;
0.000445533;0.00071263;0.002335253;GLN_GLU_mc;0.009352571;;;;;;
-0.002116462;-0.002466878;0.0026915;GLN_GLU_pc;-0.044428454;;;;;;
0.001236069;0.000988004;0.003389929;GLT_MAL_pc;0.025947383;;;;;;
-0.001010933;-0.000812248;0.000606589;GLT_xc;-0.021221357;;;;;;
0;8.13E-05;0.000593333;GLU6PDEHYDROG_RXN_c;0;;;;;;
0;1.83E-05;0.000251936;GLU6PDEHYDROG_RXN_p;0;;;;;;
0;0.000114391;0.00105213;GLUC1PADENYLTRANS_RXN_p;0;;;;;;
0.001114825;0.001362746;0.001159333;GLUC1PURIDYLTRANS_RXN_c;0.02340225;;;;;;
-0.000159758;-0.000159645;1.30E-06;GLUCISOM_RXN_c;-0.003353606;;;;;;
0.001700041;0.001624695;0.001504552;GLUCOKIN_RXN_c;0.035687019;;;;;;
0;3.88E-05;0.000510952;GLUCOKIN_RXN_p;0;;;;;;
0;4.70E-05;0.000771093;GLUCONOKIN_RXN_c;0;;;;;;
0;0;0;GLUCONOLACT_RXN_c;0;;;;;;
0;0;0;GLUCOSAMINEPNACETYLTRANS_RXN_c;0;;;;;;
0;6.78E-05;0.000880414;GLUCOSE_6_PHOSPHATASE_RXN_c;0;;;;;;
0;0.000404929;0.001027845;GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_c;0;;;;;;
0;0;0;GLUCURONATE_REDUCTASE_RXN_c;0;;;;;;
0.000230542;0.000221371;1.07E-05;GLURS_RXN_c;0.004839508;;;;;;
0;0;0;GLURS_RXN_p;0;;;;;;
0;2.07E-05;0.000158096;GLUTACONYL_COA_DECARBOXYLASE_RXN_x;0;;;;;;
0;2.07E-05;0.000158096;GLUTACONYL_COA_CO_A_mc;0;;;;;;
0;-2.07E-05;0.000158096;GLUTACONYL_COA_CO_A_xc;0;;;;;;
0;0.000246984;0.002287424;GLUTAMATE_DEHYDROGENASE_RXN_m;0;;;;;;
0.000156611;0.000379178;0.001675624;GLUTAMATE_N_ACETYLTRANSFERASE_RXN_p;0.003287548;;;;;;
-0.001390151;-0.001436234;0.001221137;GLUTAMATE_SYNTHASE_FERREDOXIN_RXN_p;-0.029181852;;;;;;
-0.000820368;-0.001078447;0.002584167;GLUTAMATE_SYNTHASE_NADH_RXN_p;-0.017221038;;;;;;
4.26E-05;4.27E-05;8.19E-07;GLUTAMIDOTRANS_RXN_p;0.000893924;;;;;;
0;8.27E-05;0.000770647;GLUTAMIN_RXN_c;0;;;;;;
0.000264697;0.000260908;8.43E-06;GLUTAMINE__TRNA_LIGASE_RXN_c;0.005556472;;;;;;
0;0.000236303;0.001405431;GLUTAMINESYN_RXN_c;0;;;;;;
0.000445533;0.00071263;0.002335253;GLUTAMINESYN_RXN_m;0.009352571;;;;;;
0.000320214;0.00035324;0.000599376;GLUTAMINESYN_RXN_p;0.006721879;;;;;;
0;2.07E-05;0.000158096;GLUTARYL_COA_DEHYDROG_RXN_m;0;;;;;;
0;3.75E-06;8.77E-05;GLUTATHIONE_PEROXIDASE_RXN_c;0;;;;;;
0;-2.71E-05;0.000266283;GLUTATHIONE_REDUCT_NADPH_RXN_c;0;;;;;;
0;0;0;GLUTATHIONE_REDUCT_NADPH_RXN_m;0;;;;;;
-9.62E-05;-0.000122872;0.000219511;GLUTATHIONE_REDUCT_NADPH_RXN_p;-0.002019979;;;;;;
0;-6.78E-06;0.000117021;GLUTATHIONE_REDUCT_NADPH_RXN_x;0;;;;;;
0;2.78E-05;0.000591786;GLUTATHIONE_SYN_RXN_c;0;;;;;;
0;5.75E-05;0.000758127;GLUTATHIONE_SYN_RXN_p;0;;;;;;
0;0;0;GLUTATHIONE_biomass;0;;;;;;
0;5.75E-05;0.000758127;GLUTATHIONE_pc;0;;;;;;
0;5.09E-05;0.000565447;GLUTCYSLIG_RXN_p;0;;;;;;
0;2.08E-05;0.000213497;GLUTDECARBOX_RXN_c;0;;;;;;
0;0;0;GLUTKIN_RXN_c;0;;;;;;
0;3.27E-05;0.000551731;GLUTKIN_RXN_p;0;;;;;;
0;0;0;GLUTRNAREDUCT_RXN_p;0;;;;;;
0;-3.27E-05;0.000551731;GLUTSEMIALDEHYDROG_RXN_p;0;;;;;;
7.24E-05;0.000174449;0.001048057;GLY3KIN_RXN_p;0.00152041;;;;;;
0;0;0;GLYC3PDEHYDROG_RXN_c;0;;;;;;
-0.000524517;-0.000547161;0.000576151;GLYC3PDEHYDROGBIOSYN_RXN_c;-0.011010584;;;;;;
-7.24E-05;-0.000115295;0.000691201;GLYCERATE_DEHYDROGENASE_RXN_c;-0.00152041;;;;;;
-7.24E-05;-0.000174449;0.001048057;GLYCERATE_pc;-0.00152041;;;;;;
0;0;0;GLYCEROL_1_PHOSPHATASE_RXN_c;0;;;;;;
0;0;0;GLYCEROL_DEHYDROGENASE_NADP_RXN_c;0;;;;;;
-0.000524517;-0.000516817;1.80E-05;GLYCEROL_KIN_RXN_c;-0.011010584;;;;;;
0;0;0;GLYCERONE_KINASE_RXN_c;0;;;;;;
0.000192126;0.000192965;4.02E-06;GLYCINE__TRNA_LIGASE_RXN_c;0.004033083;;;;;;
-0.001010933;-0.00079892;0.000650377;GLYCINE_AMINOTRANSFERASE_RXN_x;-0.021221357;;;;;;
0;0.000104678;0.001023824;GLYCOGENSYN_RXN_p;0;;;;;;
0;-3.56E-15;3.56E-13;GLYCOLALD_DEHYDROG_RXN_c;0;;;;;;
0;1.44E-05;3.73E-05;GLYOHMETRANS_RXN_p;0;;;;;;
0;0;0;GLYOXI_RXN_c;0;;;;;;
0;0;0;GLYOXII_RXN_c;0;;;;;;
0;-5.39E-05;0.000453813;GLYOXYLATE_REDUCTASE_NADP_RXN_p;0;;;;;;
0;-5.39E-05;0.000453813;GLYOX_pc;0;;;;;;
0;4.52E-05;0.000457802;GLYOX_xc;0;;;;;;
0;8.69E-06;5.20E-05;GLYRIBONUCSYN_RXN_p;0;;;;;;
-0.000818807;-0.000818556;0.000640592;GLY_mc;-0.017188275;;;;;;
0;-5.18E-05;0.000759516;GLY_pc;0;;;;;;
0.001010933;0.000812375;0.000681163;GLY_xc;0.021221357;;;;;;
0;6.16E-05;0.00082908;GMKALT_RXN_c;0;;;;;;
0;0;0;GMP_SYN_GLUT_RXN_c;0;;;;;;
0;0;0;GMP_SYN_NH3_RXN_c;0;;;;;;
0;0;0;GMP_biomass;0;;;;;;
0;1.61E-06;4.02E-05;GPH_RXN_p;0;;;;;;
0;3.54E-14;3.54E-12;GPPSYN_RXN_c;0;;;;;;
0;0;0;GPPSYN_RXN_p;0;;;;;;
0;0;0;GSAAMINOTRANS_RXN_p;0;;;;;;
0;0;0;GST_RXN_c;0;;;;;;
0;-3.56E-15;3.56E-13;GTP_CYCLOHYDRO_I_RXN_c;0;;;;;;
0;0;0;GTP_CYCLOHYDRO_II_RXN_c;0;;;;;;
0;0;0;GTPPYPHOSKIN_RXN_c;0;;;;;;
0;0;0;GUANIDINOACETATE_N_METHYLTRANSFERASE_RXN_c;0;;;;;;
0;0;0;GUANINE_DEAMINASE_RXN_c;0;;;;;;
0;0;0;GUANOSINE_DEAMINASE_RXN_c;0;;;;;;
0;3.42E-05;0.000658316;GUANOSINE_DIPHOSPHATASE_RXN_c;0;;;;;;
0;3.92E-05;0.000703418;GUANOSINEKIN_RXN_c;0;;;;;;
0;0;0;GUANPRIBOSYLTRAN_RXN_c;0;;;;;;
0;6.64E-05;0.000795572;GUANYL_KIN_RXN_c;0;;;;;;
0;0;0;GUANYLCYC_RXN_c;0;;;;;;
0;0;0;Galacturonate_biomass;0;;;;;;
0;1.35E-05;0.000112031;Glycerate_xc;0;;;;;;
0;0;0;Glycerol_3P_biomass;0;;;;;;
