minFlux,maxFlux,fluxSpan,rxns
-1000,1000,2000,CIT_ACONITATE_mc
0,0.00334852716893159,0.00334852716893159,CIT_H_rev_vc
0,0.00334852716893159,0.00334852716893159,CIT_H_vc
-1000,1000,2000,CIT_ISOCITRATE_mc
0,0.00232499761671079,0.00232499761671079,CIT_xc
-1000,0.00808601601647752,1000.00808601602,CMPKI_RXN_c
0,0,0,CMPKI_RXN_p
0,0,0,CMP_biomass
0,0,0,CO_A_biomass
-0.00451411357983034,0.0103870450233217,0.014901158603152,CO2_mc
0.00717240794696731,0.0234584270383493,0.016286019091382,CO2_pc
-0.01596105,-0.01444095,0.0015201,CO2_tx
0,0.00139451385075517,0.00139451385075517,CO2_xc
0,0.00404300800806666,0.00404300800806666,CONIFERIN_BETA_GLUCOSIDASE_RXN_c
0,0,0,CORTISONE_BETA_REDUCTASE_RXN_c
-1000,1000,2000,CPD_4211_xc
0,0,0,CPD_499_xc
0,0.000260028173311179,0.000260028173311179,CPD_7836_xc
0,0,0,CPM_KDOSYNTH_RXN_c
0,0.00273186761288496,0.00273186761288496,CTPSYN_RXN_c
0,0,0,CYCLOARTENOL_SYNTHASE_RXN_c
0,0,0,CYCLOEUCALENOL_CYCLOISOMERASE_RXN_c
0,0,0,CYCLOHEXADIENYL_DEHYDROGENASE_RXN_c
6.05716200000001e-05,6.694758e-05,6.37595999999995e-06,CYSPH_RXN_p
6.057162e-05,0.00410357962840635,0.00404300800840635,CYSTATHIONINE_BETA_LYASE_RXN_p
0,0.00404300800776845,0.00404300800776845,CYSTATHIONINE_BETA_SYNTHASE_RXN_p
0,0,0,CYSTEAMINE_DIOXYGENASE_RXN_c
0.0001358405,0.0001501395,1.4299e-05,CYSTEINE__TRNA_LIGASE_RXN_c
0,0.00216173132332642,0.00216173132332642,CYS_mc
-0.00408091669078203,0.00222587497216864,0.00630679166295067,CYS_pc
0,0,0,CYTDEAM_RXN_c
0,0,0,CYTIDEAM_RXN_c
0,0.00404300800759651,0.00404300800759651,CYTIDEAM2_RXN_c
0,0.00808601601545341,0.00808601601545341,CYTIDINEKIN_RXN_c
0,0.00808601601584312,0.00808601601584312,CYTIKIN_RXN_c
0,0,0,CYTOCHROME_B5_REDUCTASE_RXN_c
0.00372162232732926,0.01033133475,0.00660971242267074,CYTOCHROME_C_OXIDASE_RXN_m
0,0,0,Ca_biomass
0,0,0,Ca_tx
0,0,0,Cellulose_biomass
0,0,0,ConOL_biomass
0,0,0,CoumOL_biomass
0,0,0,D_ALANINE_AMINOTRANSFERASE_RXN_c
0,0,0,D_LACTATE_DEHYDROGENASE_CYTOCHROME_RXN_c
0,0,0,D_RIBULOKIN_RXN_c
0,0,0,D_XYLOSE_1_DEHYDROGENASE_NADP_RXN_c
0,0.00163912056789522,0.00163912056789522,D_XYLULOSE_REDUCTASE_RXN_c
0,0.00808601601568171,0.00808601601568171,DADPKIN_RXN_c
0,0,0,DADPKIN_RXN_m
0,0,0,DADPKIN_RXN_p
0.000434259535,0.000895833520624651,0.000461573985624651,DAHPSYN_RXN_p
0,0,0,DALADALALIG_RXN_c
0,0,0,DAPASYN_RXN_c
0,0,0,DARAB5PISOM_RXN_c
0,0.00808601601931969,0.00808601601931969,DCDPKIN_RXN_c
0,0,0,DCDPKIN_RXN_m
0,0,0,DCDPKIN_RXN_p
0,0,0,DCMP_DEAMINASE_RXN_c
0,0,0,DCTP_DEAM_RXN_c
0,0.00404300800781223,0.00404300800781223,DCTP_PYROPHOSPHATASE_RXN_c
0,0,0,DCYSDESULF_RXN_c
0,0,0,DEHYDDEOXPHOSGALACT_ALDOL_RXN_c
0,0,0,DELTA3_ISOPENTENYL_PP_pc
-1000,1000,2000,DELTA3_ISOPENTENYL_PP_xc
0,0,0,DEOXYADENOSINE_KINASE_RXN_c
0,0.00808601601576101,0.00808601601576101,DEOXYADENYLATE_KINASE_RXN_c
0,0,0,DEOXYGUANOSINE_KINASE_RXN_c
0,0.00269533867205999,0.00269533867205999,DEPHOSPHOCOAKIN_RXN_c
0,0,0,DETHIOBIOTIN_SYN_RXN_c
0,0.00808601601579539,0.00808601601579539,DGDPKIN_RXN_c
0,0,0,DGDPKIN_RXN_m
0,0,0,DGDPKIN_RXN_p
-1000,1000,2000,DHAP_3PGA_pc
-1000,1000,2000,DHAP_Pi_pc
0,0,0,DHHB_METHYLTRANSFER_RXN_c
0,0,0,DI_H_OROTATE_pc
0.000293685850010661,0.00142541316035825,0.00113172731034759,DIAMINOPIMDECARB_RXN_p
0.000293685850010661,0.00142541316040479,0.00113172731039413,DIAMINOPIMEPIM_RXN_p
0.000293685850010661,0.00142541316040587,0.00113172731039521,DIHYDRODIPICSYN_RXN_p
0,0,0,DIHYDROFOLATEREDUCT_RXN_m
0,0,0,DIHYDROFOLATESYNTH_RXN_m
0,0,0,DIHYDROKAEMPFEROL_4_REDUCTASE_RXN_c
0,0,0,DIHYDRONEOPTERIN_MONO_P_DEPHOS_RXN_c
0,0,0,DIHYDROOROT_RXN_p
0.000293685850010661,0.0100266689772222,0.00973298312721155,DIHYDROPICRED_RXN_(NADP)_p
0,0.00973298312721816,0.00973298312721816,DIHYDROPICRED_RXN_NAD_p
0,0,0,DIHYDROPYRIMIDINASE_RXN_c
0.0006697367,0.00165587209094619,0.000986135390946189,DIHYDROXYISOVALDEHYDRAT_RXN_p
0.00020882995,0.000954323016661563,0.000745493066661563,DIHYDROXYMETVALDEHYDRAT_RXN_p
0,0,0,DIMETHUROPORDEHYDROG_RXN_c
0,0,0,DIOHBUTANONEPSYN_RXN_c
0,0,0,DIPHOSPHOMEVALONTE_DECARBOXYLASE_RXN_x
0,0.00875985068311395,0.00875985068311395,DLACTDEHYDROGFAD_RXN_c
-0.00875985068421414,0,0.00875985068421414,DLACTDEHYDROGNAD_RXN_c
0,0,0,DMK_RXN_c
0,0,0,DNA_Processing_c
0,0.000304067821548502,0.000304067821548502,DODECANOATE_xc
0,0,0,DOLICHOL_KINASE_RXN_c
0,0,0,DOPACHROME_DELTA_ISOMERASE_RXN_c
0,0.00418006894485288,0.00418006894485288,DSERDEAM_RXN_c
0,0,0,DTDPDEHYDRHAMEPIM_RXN_c
0,0,0,DTDPDEHYRHAMREDUCT_RXN_c
0,0,0,DTDPGLUCDEHYDRAT_RXN_c
0,0,0,DTDPGLUCOSEPP_RXN_c
0,0.00808601601545433,0.00808601601545433,DTDPKIN_RXN_c
0,0,0,DTDPKIN_RXN_m
0,0,0,DTDPKIN_RXN_p
0,0.00819560283977694,0.00819560283977694,DTDPRHAMSYNTHMULTI_RXN_c
0,0.00808601601545433,0.00808601601545433,DTMPKI_RXN_c
0,0.00808601601638897,0.00808601601638897,DUDPKIN_RXN_c
0,0,0,DUDPKIN_RXN_m
0,0,0,DUDPKIN_RXN_p
0,0,0,DUMP_mc
0,0,0,DURIDKI_RXN_c
0,0,0,DUTP_PYROP_RXN_c
0,0,0,DXPREDISOM_RXN_p
0,0,0,DXS_RXN_p
0,0.000304067821548502,0.000304067821548502,Dodecanoate_ACT_x
0,0,0,Dodecanoate_biomass
0,0.00030406782150294,0.00030406782150294,Dodecanoate_pc
0,0,0,ENZRXN_201_RXN_c
0,0,0,ESTRADIOL_17_BETA_DEHYDROGENASE_RXN_NAD_c
0,0.00808601601563314,0.00808601601563314,ETHANOLAMINE_KINASE_RXN_c
0,0,0,ETHYL_RXN_c
-0.00154254750009386,0.0185535801385868,0.0200961276386806,F16ALDOLASE_RXN_c
-0.0120101116225442,0.00808601601647752,0.0200961276390217,F16ALDOLASE_RXN_p
0,0.0120101116226034,0.0120101116226034,F16BDEPHOS_RXN_c
0,0.0120101116226601,0.0120101116226601,F16BDEPHOS_RXN_p
0,0.00404300800727328,0.00404300800727328,FAD_PYROPHOSPHATASE_RXN_c
0,0.00404300800727328,0.00404300800727328,FADSYN_RXN_c
0,0,0,FAD_biomass
0,0.00111918961170897,0.00111918961170897,FAD_reg_m
0,0.00161273683573171,0.00161273683573171,FAD_reg_x
-0.00819560284026011,0,0.00819560284026011,FARNESOL_DEHYDROGENASE_RXN_c
0,0,0,FARNESYLTRANSTRANSFERASE_RXN_p
-0.000670009224108981,0,0.000670009224108981,FERREDOXIN__NITRITE_REDUCTASE_RXN_p
0,0.000637068590883536,0.000637068590883536,FESGSHTHIO_RXN_c
0,0.000274559220486026,0.000274559220486026,FGAMSYN_RXN_p
0,1000,1000,FLAVONADPREDUCT_RXN_c
0,0,0,FLAVONOL_3_SULFOTRANSFERASE_RXN_c
0,0,0,FORMAMIDASE_RXN_c
-0.000502542502317738,0,0.000502542502317738,FORMATE_mc
-0.000502542502431425,0,0.000502542502431425,FORMATE_pc
0,0,0,FPPSYN_RXN_c
0,0,0,FPPSYN_RXN_p
0.00618366207898363,0.00898405046942356,0.00280038839043993,FRUCTOKINASE_RXN_c
0,0.0200911630131813,0.0200911630131813,FRU_H_rev_vc
0,0.0200911630131813,0.0200911630131813,FRU_vc
0,0,0,FUCOKINASE_RXN_c
0,0,0,FUCOSE_biomass
0,0.000433189171644699,0.000433189171644699,FUMARYLACETOACETASE_RXN_c
-0.00473370033932952,0,0.00473370033932952,FUMHYDR_RXN_c
-0.0047337003394432,0,0.0047337003394432,FUMHYDR_RXN_m
0,0.0050227907533691,0.0050227907533691,FUM_H_rev_vc
0,0.0050227907533691,0.0050227907533691,FUM_H_vc
8.69203449838096e-05,0.000638257729292491,0.000551337384308681,FUM_pc
0,0,0,FattyAcid_biomass
0,0,0,Fe_tx
0,0.0079435108932357,0.0079435108932357,Ferredoxin_Plastoquinone_Reductase_p
-0.00914328599230597,0.0115972857540783,0.0207405717463842,G6P_Pi_pc
0,0.00292373847804948,0.00292373847804948,GABATRANSAM_RXN_m
1.1556085e-05,0.00405578052261848,0.00404422443761848,GALACTOKIN_RXN_c
0,0,0,GALACTONOLACTONE_DEHYDROGENASE_RXN_m
0,0,0,GALACTOSE_OXIDASE_RXN_c
0,0,0,GALACTOSE_biomass
0,0.00405578052283294,0.00405578052283294,GALACTURIDYLYLTRANS_RXN_c
0,0,0,GALLATE_1_BETA_GLUCOSYLTRANSFERASE_RXN_c
0,0,0,GALPMUT_RXN_c
-999.996536759344,1000,1999.99653675934,GAPOXNPHOSPHN_RXN_c
-999.994716884034,1000,1999.99471688403,GAPOXNPHOSPHN_RXN_p
-1000,1000,2000,GAP_3PGA_pc
-1000,1000,2000,GAP_Pi_pc
0,0.000274559220486026,0.000274559220486026,GART_RXN_p
0.0114984722500822,0.0196969358265733,0.00819846357649112,GDPKIN_RXN_c
0,0,0,GDPKIN_RXN_m
8.69203449838096e-05,0.000367163792020619,0.00028024344703681,GDPKIN_RXN_p
8.752065e-05,9.673335e-05,9.2127e-06,GDPMANDEHYDRA_RXN_c
0,0,0,GDPREDUCT_RXN_c
0,0,0,GERANIOL_DEHYDROGENASE_RXN_c
0,0.0200911630125289,0.0200911630125289,GLC_H_rev_vc
0,0.00404300800795879,0.00404300800795879,GLC_pc
0,0,0,GLC_tx
0,0.0200911630125289,0.0200911630125289,GLC_vc
0,0.0156201539419953,0.0156201539419953,GLN_GLU_mc
-0.0197870510147595,0.00131336854065012,0.0211004195554096,GLN_GLU_pc
-1000,1000,2000,GLT_MAL_pc
-1000,1000,2000,GLT_xc
0,0.00475700306765248,0.00475700306765248,GLU6PDEHYDROG_RXN_c
0,0.00432204030748628,0.00432204030748628,GLU6PDEHYDROG_RXN_p
0.00110257,0.0091885860150569,0.0080860160150569,GLUC1PADENYLTRANS_RXN_p
0.00395899793500121,0.00801477845800491,0.0040557805230037,GLUC1PURIDYLTRANS_RXN_c
1.02115500340005e-05,1.12864499897114e-05,1.07489995571086e-06,GLUCISOM_RXN_c
0,0.0143035568138662,0.0143035568138662,GLUCOKIN_RXN_c
0,0.00404300800794174,0.00404300800794174,GLUCOKIN_RXN_p
0,0.00808601601600718,0.00808601601600718,GLUCONOKIN_RXN_c
0,0,0,GLUCONOLACT_RXN_c
0,0,0,GLUCOSAMINEPNACETYLTRANS_RXN_c
0,0.00808601601471805,0.00808601601471805,GLUCOSE_6_PHOSPHATASE_RXN_c
-1000,0.014303556815662,1000.01430355682,GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_c
0,0,0,GLUCURONATE_REDUCTASE_RXN_c
0.00042575105,0.00047056695,4.48159e-05,GLURS_RXN_c
0,0,0,GLURS_RXN_p
0,0.00111035398510234,0.00111035398510234,GLUTACONYL_COA_DECARBOXYLASE_RXN_x
0,0.00111035398515469,0.00111035398515469,GLUTACONYL_COA_CO_A_mc
-0.00111035398515469,0,0.00111035398515469,GLUTACONYL_COA_CO_A_xc
0,0.0150168868866229,0.0150168868866229,GLUTAMATE_DEHYDROGENASE_RXN_m
0,0.00630725890369791,0.00630725890369791,GLUTAMATE_N_ACETYLTRANSFERASE_RXN_p
-0.00928167563813531,0,0.00928167563813531,GLUTAMATE_SYNTHASE_FERREDOXIN_RXN_p
-0.0194164514545037,0,0.0194164514545037,GLUTAMATE_SYNTHASE_NADH_RXN_p
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,GLUTAMIDOTRANS_RXN_p
0,0.00819560284042039,0.00819560284042039,GLUTAMIN_RXN_c
0.00048882535,0.00054028065,5.14553e-05,GLUTAMINE__TRNA_LIGASE_RXN_c
0,0.00977049308806164,0.00977049308806164,GLUTAMINESYN_RXN_c
0,0.0156201539419623,0.0156201539419623,GLUTAMINESYN_RXN_m
6.057162e-05,0.0042943461340883,0.0042337745140883,GLUTAMINESYN_RXN_p
0,0.00111035398510234,0.00111035398510234,GLUTARYL_COA_DEHYDROG_RXN_m
0,0.00145949091660487,0.00145949091660487,GLUTATHIONE_PEROXIDASE_RXN_c
-0.00247774039337401,0,0.00247774039337401,GLUTATHIONE_REDUCT_NADPH_RXN_c
0,0,0,GLUTATHIONE_REDUCT_NADPH_RXN_m
-0.00166767701125536,-0.00019641211997623,0.00147126489127913,GLUTATHIONE_REDUCT_NADPH_RXN_p
-0.00139401842693587,0,0.00139401842693587,GLUTATHIONE_REDUCT_NADPH_RXN_x
0,0.00808601601500672,0.00808601601500672,GLUTATHIONE_SYN_RXN_c
0,0.00808601601564359,0.00808601601564359,GLUTATHIONE_SYN_RXN_p
0,0,0,GLUTATHIONE_biomass
0,0.00808601601568171,0.00808601601568171,GLUTATHIONE_pc
0,0.00404300800779467,0.00404300800779467,GLUTCYSLIG_RXN_p
0,0.00292373847798899,0.00292373847798899,GLUTDECARBOX_RXN_c
0,0,0,GLUTKIN_RXN_c
0,0.0049341413349077,0.0049341413349077,GLUTKIN_RXN_p
0,0,0,GLUTRNAREDUCT_RXN_p
-0.00493414133484293,0,0.00493414133484293,GLUTSEMIALDEHYDROG_RXN_p
0,0.00808601601594925,0.00808601601594925,GLY3KIN_RXN_p
0,0,0,GLYC3PDEHYDROG_RXN_c
-1000,-0.000377311499960342,999.9996226885,GLYC3PDEHYDROGBIOSYN_RXN_c
-0.00808601601738701,0,0.00808601601738701,GLYCERATE_DEHYDROGENASE_RXN_c
-0.00808601601499959,0,0.00808601601499959,GLYCERATE_pc
0,0,0,GLYCEROL_1_PHOSPHATASE_RXN_c
0,999.9996226885,999.9996226885,GLYCEROL_DEHYDROGENASE_NADP_RXN_c
-1000,-0.000377311499960342,999.9996226885,GLYCEROL_KIN_RXN_c
0,0,0,GLYCERONE_KINASE_RXN_c
0.0003921562,0.0004334358,4.12796000000001e-05,GLYCINE__TRNA_LIGASE_RXN_c
-1000,1000,2000,GLYCINE_AMINOTRANSFERASE_RXN_x
0.00110257,0.00918858601586967,0.00808601601586966,GLYCOGENSYN_RXN_p
0,0,0,GLYCOLALD_DEHYDROG_RXN_c
-999.999852508035,1000,1999.99985250804,GLYOHMETRANS_RXN_p
0,0,0,GLYOXI_RXN_c
0,0,0,GLYOXII_RXN_c
-0.00294252978267195,0,0.00294252978267195,GLYOXYLATE_REDUCTASE_NADP_RXN_p
-0.00294252978267195,0,0.00294252978267195,GLYOX_pc
-0.000274559219940865,0.00294252978278564,0.00321708900272651,GLYOX_xc
0,0.000274559220486026,0.000274559220486026,GLYRIBONUCSYN_RXN_p
-1000,999.9996373793,1999.9996373793,GLY_mc
-1000,1000,2000,GLY_pc
-0.00188612071929128,0.00434696809099933,0.00623308881029061,GLY_xc
0,0.00808601601599435,0.00808601601599435,GMKALT_RXN_c
0,0,0,GMP_SYN_GLUT_RXN_c
0,0,0,GMP_SYN_NH3_RXN_c
0,0,0,GMP_biomass
0,0.000734778185664227,0.000734778185664227,GPH_RXN_p
0,0,0,GPPSYN_RXN_c
0,0,0,GPPSYN_RXN_p
0,0,0,GSAAMINOTRANS_RXN_p
0,0,0,GST_RXN_c
0,0,0,GTP_CYCLOHYDRO_I_RXN_c
0,0,0,GTP_CYCLOHYDRO_II_RXN_c
0,0,0,GTPPYPHOSKIN_RXN_c
0,0,0,GUANIDINOACETATE_N_METHYLTRANSFERASE_RXN_c
0,0,0,GUANINE_DEAMINASE_RXN_c
0,0,0,GUANOSINE_DEAMINASE_RXN_c
0,0.00808601601518544,0.00808601601518544,GUANOSINE_DIPHOSPHATASE_RXN_c
0,0.00808601601520675,0.00808601601520675,GUANOSINEKIN_RXN_c
0,0,0,GUANPRIBOSYLTRAN_RXN_c
0,0.00808601601577757,0.00808601601577757,GUANYL_KIN_RXN_c
0,0,0,GUANYLCYC_RXN_c
0,0,0,Galacturonate_biomass
0,0.00808601601568171,0.00808601601568171,Glycerate_xc
0,0,0,Glycerol_3P_biomass
-0.0004170285,-0.0003773115,3.9717e-05,Glycerol_biomass
0,0.00294252978278564,0.00294252978278564,Glycolate_pc
-0.00294252978278564,0,0.00294252978278564,Glycolate_xc
0,0.00808601601501282,0.00808601601501282,H(ATP)_rev_vc
0,0.0120101116225492,0.0120101116225492,H(PPi)_rev_vc
0.00721591185106158,0.00908054653124126,0.00186463468017968,H_ATPase_c
0,0,0,H_PPiase_m
0,0,0,H2NEOPTERINALDOL_RXN_c
0,0,0,H2NEOPTERINP3PYROPHOSPHOHYDRO_RXN_c
-1000,1000,2000,H2O_mc
-1000,1000,2000,H2O_pc
-0.02396205,-0.02167995,0.0022821,H2O_tx
0,0,0,H2O_vc
-0.00624389226459243,0.00331407805128947,0.0095579703158819,H2O_xc
0,0,0,H2PTERIDINEPYROPHOSPHOKIN_RXN_m
0,0,0,H2PTEROATESYNTH_RXN_m
0,0,0,HEMN_RXN_c
0,9.60698549761219e-05,9.60698549761219e-05,HISTALDEHYD_RXN_p
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,HISTAMINOTRANS_RXN_p
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,HISTCYCLOHYD_RXN_p
8.6920345e-05,9.6069855e-05,9.14951000000001e-06,HISTIDINE__TRNA_LIGASE_RXN_c
0,0,0,HISTIDINE_DECARBOXYLASE_RXN_c
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,HISTIDPHOS_RXN_p
0,9.60698549761219e-05,9.60698549761219e-05,HISTOLDEHYD_RXN_p
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,HISTPRATPHYD_RXN_p
-1000,1000,2000,HIS_CITRULLINE_mc
-1000,1000,2000,HIS_ORNITHINE_mc
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,HIS_pc
0,0,0,HOMO_CYS_pc
0,0,0,HOMOCITRATE_SYNTHASE_RXN_c
0,0,0,HOMOCYSMET_RXN_c
6.057162e-05,6.694758e-05,6.37596000000001e-06,HOMOCYSMETB12_RXN_p
0,0.00269533867164758,0.00269533867164758,HOMOCYSTEINE_S_METHYLTRANSFERASE_RXN_c
0,0.000433189171644699,0.000433189171644699,HOMOGENTISATE_12_DIOXYGENASE_RXN_c
0,0,0,HOMOGLUTATHIONE_SYNTHASE_RXN_c
0,0.00252751407499551,0.00252751407499551,HOMOSERDEHYDROG_RXN_(NADP)_p
-0.00291336494035477,0,0.00291336494035477,HOMOSERDEHYDROG_RXN_NAD_p
0.00029222627,0.002913364940309,0.002621138670309,HOMOSERKIN_RXN_p
-0.00216173132389486,0,0.00216173132389486,HS_mc
-0.00209003447241685,0.000831326689763046,0.00292136116217989,HS_pc
0,0,0,HYDROHEX_RXN_c
0,0,0,HYDROXYBUTYRATE_DIMER_HYDROLASE_RXN_c
0,0,0,HYDROXYMANDELONITRILE_LYASE_RXN_c
0,0.00202150400391548,0.00202150400391548,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_c
0,0.000834841485077261,0.000834841485077261,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m
0,0.00202150400383186,0.00202150400383186,HYDROXYMETHYLGLUTARYL_COA_SYNTHASE_RXN_c
-999.9998808073,1000,1999.9998808073,HYDROXYPHNYL_TRANS_pc
0,0,0,HYDROXYPYRUVATE_REDUCTASE_RXN_NADP_p
-0.00808601601625014,0,0.00808601601625014,HYDROXYPYRUVATE_REDUCTASE_RXN_NAD_x
0,0.000274559220005119,0.000274559220005119,HYPOXANPRIBOSYLTRAN_RXN_c
0,0.00017317006737614,0.00017317006737614,ICOSANOYL_COA_SYNTHASE_RXN_NADP_c
0,0.000180397897263937,0.000180397897263937,ICOSANOYL_COA_SYNTHASE_RXN_NAD_c
5.5031885e-05,6.0824715e-05,5.79283000000001e-06,IGPSYN_RXN_p
-0.000732091763779863,0,0.000732091763779863,ILE_mc
0.00020882994999738,0.000954323016685521,0.000745493066688141,ILE_pc
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,IMIDPHOSDEHYD_RXN_p
0,0,0,IMP_DEHYDROG_RXN_c
-0.000367163792020619,-8.69203449838096e-05,0.00028024344703681,IMPCYCLOHYDROLASE_RXN_p
0,0,0,INDOLE_3_ACETALDEHYDE_OXIDASE_RXN_c
0,0,0,INDOLE_ACETATE_AUXIN_biomass
0,0,0,INDOLE_ACETATE_AUXIN_pc
0,0,0,INOPHOSPHOR_RXN_c
0,0.0120101116227965,0.0120101116227965,INORGPYROPHOSPHAT_RXN_c
0.00152785469496762,0.00980916052260016,0.00828130582763255,INORGPYROPHOSPHAT_RXN_p
0,0.00312194613167558,0.00312194613167558,INORGPYROPHOSPHAT_RXN_x
0,0,0,INOSINE_NUCLEOSIDASE_RXN_c
0,0,0,INOSITOL_H_vc
-1000,1000,2000,IPPISOM_RXN_c
0,0,0,IPPISOM_RXN_p
-1000,1000,2000,IPPISOM_RXN_x
0,0,0,ISOCHORSYN_RXN_c
0,0.00434696809116722,0.00434696809116722,ISOCIT_CLEAV_RXN_x
-1000,0.00456725213564368,1000.00456725214,ISOCITDEH_RXN_c
-0.00539353845408641,0.0048862149769775,0.0102797534310639,ISOCITDEH_RXN_m
0,0.00139401842680104,0.00139401842680104,ISOCITDEH_RXN_x
0,0.00819560284037379,0.00819560284037379,ISOCITRATE_DEHYDROGENASE_NAD_RXN_m
-1000,1000,2000,ISOCITRATE_ACONITATE_mc
0,0,0,ISOFLAVONE_2_HYDROXYLASE_RXN_c
0.00020882995,0.00023081205,2.19821e-05,ISOLEUCINE__TRNA_LIGASE_RXN_c
0,0,0,ISOPIPERITENOL_DEHYDROGENASE_RXN_c
0,0,0,ISPH2_RXN_NADP_p
0,0,0,ISPH2_RXN_NAD_p
0,0,0,K_rev_vc
0,0,0,KDO_8PPHOSPHAT_RXN_c
0,0,0,KDO_8PSYNTH_RXN_c
0,0,0,KDOTRANS_RXN_c
0,0,0,KDOTRANS2_RXN_c
0,0,0,KDPGALDOL_RXN_c
0,0.00808601601513306,0.00808601601513306,KETOHEXOKINASE_RXN_c
0,0,0,KETOLACTOSE_RXN_c
0,0,0,K_biomass
0,0,0,K_tx
0,0,0,L_3_CYANOALANINE_SYNTHASE_RXN_c
-0.00488524654394951,0,0.00488524654394951,L_ARABINITOL_4_DEHYDROGENASE_RXN_c
0,0.0048852465457735,0.0048852465457735,L_ARABINOKINASE_RXN_c
0,0,0,L_ASCORBATE_PEROXIDASE_RXN_m
0,0,0,L_ASCORBATE_PEROXIDASE_RXN_p
0,0.00139401842701035,0.00139401842701035,L_ASCORBATE_PEROXIDASE_RXN_x
0,0,0,L_ASPARTATE_OXID_RXN_p
-1000,1000,2000,L_ASPARTATE_GLU_mc
-0.0130489806359719,-0.000672832464942985,0.0123761481710289,L_ASPARTATE_pc
-1000,1000,2000,L_ASPARTATE_xc
0,0.00630725890414396,0.00630725890414396,L_CITRULLINE_pc
-0.00808601601556802,0.00404300800778401,0.012129024023352,L_GAMMA_GLUTAMYLCYSTEINE_pc
0,0,0,L_GLN_FRUCT_6_P_AMINOTRANS_RXN_c
0,0,0,L_GULONOLACTONE_OXIDASE_RXN_c
0,0,0,L_IDITOL_2_DEHYDROGENASE_RXN_c
0,0,0,L_LACTATE_DEHYDROGENASE_RXN_c
0,0.0048852465457685,0.0048852465457685,L_XYLULOSE_REDUCTASE_RXN_c
0,0,0,LACTALDDEHYDROG_RXN_c
0,0,0,LACTALDEHYDE_OXI_RXN_c
0,0,0,LEGHEMOGLOBIN_REDUCTASE_RXN_NADP_c
0,0,0,LEGHEMOGLOBIN_REDUCTASE_RXN_NAD_c
0.00041026795,0.00045345405,4.31861e-05,LEUCINE__TRNA_LIGASE_RXN_c
0,0,0,LEUCPEL_RXN_c
0,0,0,LEUKOTRIENE_A4_HYDROLASE_RXN_c
-0.000834841485016113,0,0.000834841485016113,LEU_mc
0.000410267949973786,0.00126982931021757,0.000859561360243788,LEU_pc
0,0,0,LICODIONE_2_O_METHYLTRANSFERASE_RXN_c
0,0,0,LINAMARIN_SYNTHASE_RXN_c
0,0.00016756195887836,0.00016756195887836,LINOLEIC_ACID_xc
0,0.000170063162226107,0.000170063162226107,LINOLENIC_ACID_xc
0,0.00404300800773118,0.00404300800773118,LINOLEOYL_RXN_c
0,0,0,LIPIDADISACCHARIDESYNTH_RXN_c
0,0,0,LIPIDXSYNTHESIS_RXN_c
0,0,0,LIPOXYGENASE_RXN_c
0,0,0,LTAA_RXN_c
0,0,0,LUMAZINESYN_RXN_c
0,0,0,LYSDECARBOX_RXN_c
0.00029368585,0.00032460015,3.09143e-05,LYSINE__TRNA_LIGASE_RXN_c
0,0,0,LYSINE_N_ACETYLTRANSFERASE_RXN_c
-1000,1000,2000,LYS_CITRULLINE_mc
-1000,1000,2000,LYS_HIS_mc
-1000,1000,2000,LYS_ORNITHINE_mc
0.000293685850010661,0.00142541316040479,0.00113172731039413,LYS_pc
0,0.000304067821548502,0.000304067821548502,Lauroyl_CoA_oxi_x
0,0.00016756195887836,0.00016756195887836,Linoleate_ACT_x
-0.000535857,-0.000484823,5.10340000000001e-05,Linoleate_biomass
0.000484822999965218,0.000689979906496774,0.000205156906531556,Linoleate_pc
-0.000109389,-9.8971e-05,1.0418e-05,Linolenate_biomass
9.8971e-05,0.000275483658582713,0.000176512658582713,Linolenoyl_ACP_desaturase_p
0,0.000170063162226107,0.000170063162226107,Linolenoyl_CoA_oxi_x
0.000583794,0.000794497861112173,0.000210703861112173,Linoleoyl_ACP_desaturase_p
0.000484823,0.000689979906478788,0.000205156906478788,Linoleoyl_ACP_hydrolase_p
0,0.00016756195887836,0.00016756195887836,Linoleoyl_CoA_oxi_x
-1000,999.995115795732,1999.99511579573,MALATE_DEH_RXN_c
-0.000195588880956166,0.0185993225501306,0.0187949114310868,MALATE_DEH_RXN_m
-1000,1000,2000,MALATE_DEH_RXN_p
-0.00161273683592957,0.00808601601534065,0.00969875285127022,MALATE_DEH_RXN_x
-0.00973298312806037,0,0.00973298312806037,MALATE_DEHYDROGENASE_NADP_RXN_p
0,0.000433189171644699,0.000433189171644699,MALEYLACETOACETATE_ISOMERASE_RXN_c
0,0.0103490098311261,0.0103490098311261,MALIC_NADP_RXN_c
