minFlux,maxFlux,fluxSpan,rxns
0,0,0,2OXOGLUTDECARB_RXN_m
-999.991515860092,1000,1999.99151586009,2PGADEHYDRAT_RXN_c
-999.991515860093,1000,1999.99151586009,2PGADEHYDRAT_RXN_p
0,0,0,2PHENYLETHANOL_biomass
-0.00164936244379685,0.00124971056027334,0.00289907300407019,2TRANSKETO_RXN_p
0,0,0,3_CH3_2_OXOBUTANOATE_OH_CH3_XFER_RXN_c
0,0,0,3_CYANOALANINE_HYDRATASE_RXN_c
0.000434259535,0.000895833520624651,0.000461573985624651,3_DEHYDROQUINATE_DEHYDRATASE_RXN_p
0.000434259535,0.000895833520624651,0.000461573985624651,3_DEHYDROQUINATE_SYNTHASE_RXN_p
-1000,0,1000,3_DEHYDROSPHINGANINE_REDUCTASE_RXN_c
-0.00111035398515469,0,0.00111035398515469,3_HYDROXBUTYRYL_COA_DEHYDRATASE_RXN_x
0,0,0,3_HYDROXY_PROPIONATE_mc
0,0,0,3_HYDROXYBENZOATE_6_MONOOXYGENASE_RXN_c
-0.00819560284003273,0,0.00819560284003273,3_HYDROXYBUTYRYL_COA_DEHYDROGENASE_RXN_c
0,0.000936978585690011,0.000936978585690011,3_HYDROXYISOBUTYRATE_DEHYDROGENASE_RXN_m
0,0.000936978585690011,0.000936978585690011,3_HYDROXYISOBUTYRYL_COA_HYDROLASE_RXN_m
0,0,0,3_HYDROXYPROPIONATE_DEHYDROGENASE_RXN_c
0,0.00118616040902309,0.00118616040902309,3_HYDROXYPROPIONATE_DEHYDROGENASE_RXN_m
0.00041026795,0.00126982931020454,0.000859561360204544,3_ISOPROPYLMALDEHYDROG_RXN_p
0.00041026795,0.00126982931020454,0.000859561360204544,3_ISOPROPYLMALISOM_RXN_p
0,0,0,3_OXOACYL_ACP_REDUCT_RXN_c
0,0,0,3_OXOADIPATE_ENOL_LACTONASE_RXN_c
0,0,0,3_OXOLAURATE_DECARBOXYLASE_RXN_c
0,0.00808601601471613,0.00808601601471613,3_PHOSPHOGLYCERATE_PHOSPHATASE_RXN_c
0,0,0,3_1_1_78_RXN_c
0,0,0,3_1_1_82_RXN_c
0,0,0,3_1_2_14_RXN_c
0.000313994,0.000531455602293293,0.000217461602293293,3_1_2_14_RXN_p
0,0,0,3_1_2_21_RXN_c
0,0.000304067821548502,0.000304067821548502,3_1_2_21_RXN_p
0,0,0,3_1_2_23_RXN_c
0,0.00808601601643472,0.00808601601643472,3_1_3_46_RXN_c
0,0,0,3_1_3_56_RXN_c
0,0,0,3_1_3_57_RXN_c
0,0.00808601601498954,0.00808601601498954,3_1_3_74_RXN_c
0,0,0,3_1_3_76_RXN_c
0,0.000502542502323919,0.000502542502323919,3_1_3_77_RXN_c
0,0,0,3_5_1_26_RXN_c
0,0,0,3_5_1_86_RXN_c
0,0.000274559219992799,0.000274559219992799,3_5_2_17_RXN_x
0,0,0,3_5_5_4_RXN_c
0,0,0,3_6_1_17_RXN_c
0,0,0,3_7_1_8_RXN_c
0,0,0,3_7_1_9_RXN_c
0,0.00269533867181224,0.00269533867181224,325_BISPHOSPHATE_NUCLEOTIDASE_RXN_c
-1000,999.991515860092,1999.99151586009,3PGAREARR_RXN_p
-1000,1000,2000,3PGA_Pi_pc
-0.00292373847810268,0,0.00292373847810268,4_AMINO_BUTYRATE_mc
0,0,0,4_COUMARATE__COA_LIGASE_RXN_c
0,0.000433189171644699,0.000433189171644699,4_HYDROXYPHENYLPYRUVATE_DIOXYGENASE_RXN_c
0,0,0,4_NITROPHENYLPHOSPHATASE_RXN_c
0,0.00819560283926535,0.00819560283926535,4_1_1_32_RXN_c
0,0.000502542502326832,0.000502542502326832,4_1_99_4_RXN_c
0,0,0,4_2_1_107_RXN_c
0.0011319388035,0.00150425098741594,0.000372312183915938,4_2_1_58_RXN_p
0.0011319388035,0.00150425098741594,0.000372312183915938,4_2_1_59_RXN_p
0.001131749535,0.0014344256398565,0.000302676104856505,4_2_1_61_RXN_p
0,0.00808601601518667,0.00808601601518667,4_2_1_93_RXN_c
0,0,0,4_2_3_19_RXN_c
0,0,0,4_2_3_27_RXN_c
0,0.00418006894485288,0.00418006894485288,4_3_1_17_RXN_c
0,0.000502542502326832,0.000502542502326832,4_4_1_14_RXN_c
0,0,0,4_4_1_19_RXN_c
0,0,0,4OHBENZOATE_OCTAPRENYLTRANSFER_RXN_c
-6.69475799668362e-05,-6.0571619997063e-05,6.37595996977325e-06,5_METHYL_THF_pc
0,0.000502542502346712,0.000502542502346712,5_METHYLTHIORIBOSE_KINASE_RXN_c
0,0.00404300800761347,0.00404300800761347,5_OXOPROLINASE_ATP_HYDROLYSING_RXN_c
0,0,0,5_1_1_11_RXN_c
0,0,0,5_1_1_17_RXN_c
0,0.00418006894439377,0.00418006894439377,5_1_1_18_RXN_c
0,0,0,5_1_2_3_RXN_c
0,0.000502542502346712,0.000502542502346712,5_3_1_23_RXN_c
0,0,0,5_5_1_13_RXN_c
0,0,0,6_BETA_HYDROXYHYOSCYAMINE_EPOXIDASE_RXN_c
0,0.00808601601643472,0.00808601601643472,6_PHOSPHOFRUCTO_2_KINASE_RXN_c
0,0,0,6_2_1_34_RXN_c
0,0,0,6_3_2_7_RXN_c
0,0,0,6_3_5_6_RXN_c
0,0,0,6_3_5_7_RXN_c
0,0.00808601601585224,0.00808601601585224,6PFRUCTPHOS_RXN_c
0,0.00808601601583803,0.00808601601583803,6PFRUCTPHOS_RXN_p
0,0.00432204030748628,0.00432204030748628,6PGLUCONDEHYDROG_RXN_p
0,0.00475700306765248,0.00475700306765248,6PGLUCONOLACT_RXN_c
0,0.00432204030748628,0.00432204030748628,6PGLUCONOLACT_RXN_p
0,0,0,7KAPSYN_RXN_c
-0.0040430080078977,0,0.0040430080078977,ACETALD_mc
0,0.00508109750999751,0.00508109750999751,ACETATE__COA_LIGASE_RXN_p
0,0.00312194613166541,0.00312194613166541,ACETATE__COA_LIGASE_RXN_x
-0.00165587209073692,-0.000669736700046997,0.000986135390689924,ACETOLACTREDUCTOISOM_RXN_p
0.0006697367,0.00165587209094619,0.000986135390946189,ACETOLACTSYN_RXN_p
-0.000954323016571834,-0.00020882994999738,0.000745493066574454,ACETOOHBUTREDUCTOISOM_RXN_p
0.00020882995,0.000954323016661563,0.000745493066661563,ACETOOHBUTSYN_RXN_p
0,0.00202150400377832,0.00202150400377832,ACETYL_COA_ACETYLTRANSFER_RXN_c
-0.00202150400411938,0,0.00202150400411938,ACETYL_COA_ACETYLTRANSFER_RXN_m
-0.00111035398515469,0,0.00111035398515469,ACETYL_COA_ACETYLTRANSFER_RXN_x
4.863335e-06,0.00809087935097352,0.00808601601597352,ACETYL_COA_CARBOXYLTRANSFER_RXN_c
0.008894914391,0.0111628261158555,0.00226791172485546,ACETYL_COA_CARBOXYLTRANSFER_RXN_p
0,0.00630725890364955,0.00630725890364955,ACETYLGLUTKIN_RXN_p
0,0.00289972760809418,0.00289972760809418,ACETYLORNDEACET_RXN_p
-0.00630725890346184,0,0.00630725890346184,ACETYLORNTRANSAM_RXN_p
0,0.00421675719087489,0.00421675719087489,ACET_mc
-0.00505843457312949,0.00215873508034292,0.00721716965347241,ACET_pc
-0.00312194613184147,0,0.00312194613184147,ACET_xc
-1000,1000,2000,ACONITATEDEHYDR_RXN_c
-1000,1000,2000,ACONITATEDEHYDR_RXN_m
0,0.0021294071535749,0.0021294071535749,ACONITATEHYDR_RXN_c
0,0.00212940715425702,0.00212940715425702,ACONITATEHYDR_RXN_m
0,0.00118616040901998,0.00118616040901998,ACRYLYL_COA_mc
0,0.000906907397961731,0.000906907397961731,ACRYLYL_COA_xc
0,0.00182893281212755,0.00182893281212755,ACSERLY_RXN_c
0,0.00216173132335926,0.00216173132335926,ACSERLY_RXN_m
0,0.00228644659226567,0.00228644659226567,ACSERLY_RXN_p
0,0.00202150400389201,0.00202150400389201,ACTCOA_m
0,0,0,ACYLGLYCERONE_PHOSPHATE_REDUCTASE_RXN_c
0,0,0,ADCLY_RXN_p
0,0,0,ADENODEAMIN_RXN_c
0,0.00808601601469864,0.00808601601469864,ADENOSINE_KINASE_RXN_c
0,0,0,ADENOSINE_NUCLEOSIDASE_RXN_c
0,0.00269533867194287,0.00269533867194287,ADENOSYLHOMOCYSTEINASE_RXN_c
0,0,0,ADENOSYLHOMOCYSTEINE_NUCLEOSIDASE_RXN_c
0,0,0,ADENPHOSPHOR_RXN_c
-0.000502542502317738,0,0.000502542502317738,ADENPRIBOSYLTRAN_RXN_c
0,0.0150242975529172,0.0150242975529172,ADENYL_KIN_RXN_c
0,0.0150242975532859,0.0150242975532859,ADENYL_KIN_RXN_m
0,0.0150242975531272,0.0150242975531272,ADENYL_KIN_RXN_p
8.69203449838096e-05,0.00036716379203788,0.00028024344705407,ADENYLOSUCCINATE_SYNTHASE_RXN_p
0,0.00808601601551519,0.00808601601551519,ADENYLYLSULFATASE_RXN_c
0,0,0,ADENYLYLSULFKIN_RXN_c
0,0,0,ADENYLYLSULFKIN_RXN_p
0,0,0,ADOMET_DMK_METHYLTRANSFER_RXN_c
0,0.000259174436160133,0.000259174436160133,ADP_DEAMINASE_RXN_c
0,0,0,ADPREDUCT_RXN_c
-1000,1000,2000,ADP_pc
0,0.000557546755500616,0.000557546755500616,AGMATIN_RXN_c
0,0.00055754675548091,0.00055754675548091,AGMATINE_DEIMINASE_RXN_c
0,0.000274559220486026,0.000274559220486026,AICARSYN_RXN_p
8.69203449838096e-05,0.00036716379203788,0.00028024344705407,AICARTRANSFORM_RXN_p
-0.000274559219974435,0,0.000274559219974435,AIRCARBOXY_RXN_p
0,0.000274559220486026,0.000274559220486026,AIRS_RXN_p
-1000,1000,2000,ALANINE__GLYOXYLATE_AMINOTRANSFERASE_RXN_x
0.00035302855,0.00039018945,3.71609e-05,ALANINE__TRNA_LIGASE_RXN_c
-1000,1000,2000,ALANINE_AMINOTRANSFERASE_RXN_c
0,0.00292373847798899,0.00292373847798899,ALANINE_AMINOTRANSFERASE_RXN_m
-1000,1000,2000,ALANINE_AMINOTRANSFERASE_RXN_x
0,0,0,ALCOHOL_DEHYDROG_RXN_c
-0.00804085491574824,0.00898405046950757,0.0170249053852558,ALDOSE_1_EPIMERASE_RXN_c
0,0,0,ALDOSE_6_PHOSPHATE_REDUCTASE_NADPH_RXN_c
0,0.00404300800746121,0.00404300800746121,ALDOSE1EPIM_RXN_c
0,0.000274559220003358,0.000274559220003358,ALLANTOATE_DEIMINASE_RXN_c
0,0.000274559219998559,0.000274559219998559,ALLANTOICASE_RXN_c
0,0.000274559219992799,0.000274559219992799,ALLANTOINASE_RXN_c
0,0,0,ALLENE_OXIDE_CYCLASE_RXN_c
0,0,0,ALLYL_ALCOHOL_DEHYDROGENASE_RXN_c
0,0.00111035398510234,0.00111035398510234,ALLYSINE_DEHYDROG_RXN_c
0,0,0,ALPHA_AMYL_RXN_p
0,0,0,ALPHAGALACTOSID_RXN_c
0,0,0,AMINO_OH_HYDROXYMETHYL_DIHYDROPTERIDINE_mc
0,0.000929471652889662,0.000929471652889662,AMINOBUTDEHYDROG_RXN_c
0,0,0,AMINOGLYCOSIDE_N6_ACETYLTRANSFERASE_RXN_c
0,0,0,AMMONIA_vc
0,0.000274559220017466,0.000274559220017466,AMP_DEAMINASE_RXN_c
0,0.00808601601542232,0.00808601601542232,AMP_DEPHOSPHORYLATION_RXN_c
8.69203449838096e-05,0.00036716379203788,0.00028024344705407,AMPSYN_RXN_p
0,0.00312194613172778,0.00312194613172778,AMP_ATP_xc
0,0,0,AMP_biomass
-0.014451667638923,0.00870659052236533,0.0231582581612884,AMP_pc
0,0,0,ANTHRANILATE_N_METHYLTRANSFERASE_RXN_c
5.5031885e-05,6.0824715e-05,5.79283000000001e-06,ANTHRANSYN_RXN_p
0,0,0,APIGNAR_RXN_c
0,0.00404300800783823,0.00404300800783823,APYRASE_RXN_c
0,0,0,ARABINOSE_biomass
0,0.000175055269727891,0.000175055269727891,ARACHIDIC_ACID_xc
0,0.000557546755449264,0.000557546755449264,ARGDECARBOX_RXN_c
0,0.00136593380667629,0.00136593380667629,ARGINASE_RXN_m
0.00028921895,0.00031966305,3.04441000000001e-05,ARGININE__TRNA_LIGASE_RXN_c
0.00028921895,0.00166156687133509,0.00137234792133509,ARGSUCCINLYA_RXN_c
0.00028921895,0.00166156687133509,0.00137234792133509,ARGSUCCINSYN_RXN_c
-1000,1000,2000,ARG_CITRULLINE_mc
-1000,1000,2000,ARG_HIS_mc
-1000,1000,2000,ARG_LYS_mc
-1000,1000,2000,ARG_ORNITHINE_mc
-0.00601803995391492,0.00114388813744881,0.00716192809136373,ARG_mc
0,0,0,ARYLFORMAMIDASE_RXN_c
0,0,0,ASCORBATE_CPD_330_mc
0,0,0,ASCORBATE_biomass
0,0.00440587879531539,0.00440587879531539,ASNSYNA_RXN_c
0,0.00297378437849367,0.00297378437849367,ASNSYNB_RXN_c
-1000,1000,2000,ASPAMINOTRANS_RXN_c
-1000,1000,2000,ASPAMINOTRANS_RXN_m
0,0.0121673182201221,0.0121673182201221,ASPAMINOTRANS_RXN_p
-1000,1000,2000,ASPAMINOTRANS_RXN_x
0,0.00404300800764365,0.00404300800764365,ASPARAGHYD_RXN_c
0.00036288385,0.00440589185787068,0.00404300800787068,ASPARAGINE__TRNA_LIGASE_RXN_c
0.00035977925,0.00039765075,3.78715e-05,ASPARTATE__TRNA_LIGASE_RXN_c
0,0,0,ASPARTATE_RACEMASE_RXN_c
-0.00320709260415697,-0.000585912119959175,0.00262118048419779,ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p
0.000585912120010661,0.00320709260408888,0.00262118048407822,ASPARTATEKIN_RXN_p
0,0,0,ASPCARBTRANS_RXN_p
-0.00414551624896831,-4.86333499338798e-06,0.00414065291397492,ATP_CITRATE_PRO_S__LYASE_RXN_c
0,0.000259174436125741,0.000259174436125741,ATP_DEAMINASE_RXN_c
0,0.00404300800778252,0.00404300800778252,ATP_PYROPHOSPHATASE_RXN_c
8.69203449838096e-05,9.60698549761219e-05,9.14950999231223e-06,ATPPHOSPHORIBOSYLTRANS_RXN_p
-1000,1000,2000,ATP_ADP_Pi_pc
0.000690174053715964,0.0473656454691991,0.0466754714154831,ATP_ADP_mc
0,0,0,ATP_ADP_xc
0,0.0150242975532819,0.0150242975532819,ATP_AMP_mc
-1000,1000,2000,ATP_pc
-0.006212115,-0.005620485,0.000591630000000001,ATPase_tx
0,0.000906907397970879,0.000906907397970879,Acyl_CoA_oxidase_x
0,0.000170063162226107,0.000170063162226107,Alpha_Linolenate_ACT_x
9.89710000567356e-05,0.000275483658583653,0.000176512658526917,Alpha_Linolenate_pc
9.8971e-05,0.000275483658582713,0.000176512658582713,Alpha_Linolenoyl_ACP_hydrolase_p
0,0.000175055269727891,0.000175055269727891,Arachidate_ACT_x
-5.375265e-06,-4.863335e-06,5.1193e-07,Arachidate_biomass
0,0.000175055269727891,0.000175055269727891,Arachidoyl_CoA_oxi_x
0,0,0,BADH_RXN_c
0,0,0,BENZALDEHYDE_DEHYDROGENASE_NAD_RXN_c
0,0,0,BENZALDEHYDE_DEHYDROGENASE_NADP_RXN_c
0,0,0,BENZENE_12_DIOXYGENASE_RXN_c
0,0,0,BENZOATE__COA_LIGASE_RXN_c
0,999.996041002065,999.996041002065,BETA_PHOSPHOGLUCOMUTASE_RXN_c
0,0,0,BETA_UREIDOPROPIONASE_RXN_c
0,0.00404300800746121,0.00404300800746121,BETAGALACTOSID_RXN_c
0,0.00111035398510234,0.00111035398510234,BHBDCLOS_RXN_x
0,0.00175197013655129,0.00175197013655129,BILIRUBIN_OXIDASE_RXN_c
-0.00247774039348769,0,0.00247774039348769,BILIVERDIN_REDUCTASE_RXN_NADP_c
-0.00350394027350376,0,0.00350394027350376,BILIVERDIN_REDUCTASE_RXN_NAD_c
0,0,0,BIS5_ADENOSYL_TRIPHOSPHATASE_RXN_c
0,0,0,BRANCHED_CHAINAMINOTRANSFERILEU_RXN_c
0,0.000732091763779863,0.000732091763779863,BRANCHED_CHAINAMINOTRANSFERILEU_RXN_m
-0.000954323016571834,-0.00020882994999738,0.000745493066574454,BRANCHED_CHAINAMINOTRANSFERILEU_RXN_p
0,0,0,BRANCHED_CHAINAMINOTRANSFERLEU_RXN_c
0,0.0008348414851298,0.0008348414851298,BRANCHED_CHAINAMINOTRANSFERLEU_RXN_m
-0.00126982931021757,-0.000410267949973786,0.000859561360243788,BRANCHED_CHAINAMINOTRANSFERLEU_RXN_p
0,0,0,BRANCHED_CHAINAMINOTRANSFERVAL_RXN_c
0,0.000936978585741599,0.000936978585741599,BRANCHED_CHAINAMINOTRANSFERVAL_RXN_m
-0.00121930966076889,-0.000259468749959524,0.000959840910809362,BRANCHED_CHAINAMINOTRANSFERVAL_RXN_p
0,0.000221190525539937,0.000221190525539937,Beta_Oxidation_x
0,0,0,CA2_rev_vc
0,0,0,CAFFEOYL_COA_O_METHYLTRANSFERASE_RXN_c
-0.00404300800801138,0,0.00404300800801138,CARBAMATE_KINASE_RXN_m
-0.00404300800778401,0,0.00404300800778401,CARBAMATE_KINASE_RXN_p
0,0,0,CARBODEHYDRAT_RXN_c
0.00026003495,0.00028740705,2.73721e-05,CARBOXYCYCLOHEXADIENYL_DEHYDRATASE_RXN_p
0,0,0,CARBOXYMETHYLENEBUTENOLIDASE_RXN_c
0.000289218950001668,0.00433222695809331,0.00404300800809165,CARBPSYN_RXN_p
0,0,0,CARVEOL_DEHYDROGENASE_RXN_c
0,0.00147126489138349,0.00147126489138349,CATAL_RXN_x
0,0,0,CATECHOL_OXIDASE_RXN_c
0,0,0,CDP_GLYCEROL_PYROPHOSPHATASE_RXN_c
-0.00404300800778401,0.00808601601511327,0.0121290240228973,CDPKIN_RXN_c
0,0,0,CDPKIN_RXN_m
0,0,0,CDPKIN_RXN_p
0,0,0,CDPREDUCT_RXN_c
0,0,0,CELLULOSE_SYNTHASE_GDP_FORMING_RXN_c
0,0,0,CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c
0,0,0,CHLOROPHYLL_A_biomass
0,0,0,CHLOROPHYLL_B_biomass
0,0,0,CHOLESTENONE_5_BETA_REDUCTASE_RXN_c
0,0.00808601601543149,0.00808601601543149,CHOLINE_KINASE_RXN_c
0.000434259535,0.000895833520624651,0.000461573985624651,CHORISMATE_SYNTHASE_RXN_p
0,0,0,CHORISMATEMUT_RXN_c
0.000379227650000757,0.00083797771992522,0.000458750069924463,CHORISMATEMUT_RXN_p
0,0,0,CINNAMATE_GLUCOSYLTRANSFERASE_RXN_c
0,0,0,CINNAMOYL_COA_REDUCTASE_RXN_c
0,0,0,CINNAMYL_ALCOHOL_DEHYDROGENASE_RXN_c
0,0.00390894906524863,0.00390894906524863,CITSYN_RXN_m
0,0.00232499761674868,0.00232499761674868,CITSYN_RXN_x
